slug	name	date	event	opponent	methodRaw	promotion
oono-takashi	大野崇	2009-11-28	ROAD TO REAL KING 14	健太	判定3-0 (30-27、30-26、30-26)	NJKF
yamato-yuuya	大和侑也	2009-11-28	ROAD TO REAL KING 14	高橋誠治	TKO 2R2分18秒	NJKF
miyakoshi-keijiro	宮越 慶二郎	2009-11-28	ROAD TO REAL KING 14	浅瀬石真司	判定3-0 (30-26、30-26、30-25)	NJKF
kenta	健太	2009-11-28	ROAD TO REAL KING 14	大野崇	判定3-0 (30-27、30-26、30-26)	NJKF
umeno-genji	梅野源治	2009-11-28	ROAD TO REAL KING 14	新人	TKO 2R1分36秒	NJKF
takahashi-seiji	高橋 誠治	2009-11-28	ROAD TO REAL KING 14	大和侑也	TKO 2R2分18秒	NJKF
kimura-takaaki	木村天鮮	2009-11-28	ROAD TO REAL KING 14	赤十字竜	判定3-0 (50-49、50-49、50-48)	NJKF
oono-takashi	大野崇	2007-04-12	R.I.S.E. FIREBALL 1	裕樹	3R終了 判定2-0	RISE
arekusu-robatsu	アレックス・ロバーツ	2007-04-12	R.I.S.E. FIREBALL 1	百瀬竜徳	1R 2:10 KO（右ハイキック）	RISE
yuki	裕樹	2007-04-12	R.I.S.E. FIREBALL 1	大野崇	3R 判定0-2	RISE
murahama-takehiro	村浜武洋	2007-04-12	R.I.S.E. FIREBALL 1	水谷秀樹	3R終了 判定0-2	RISE
momose-tatsunori	百瀬竜徳	2007-04-12	R.I.S.E. FIREBALL 1	アレックス・ロバーツ	1R 2:10 KO（右ハイキック）	RISE
kikuchi-kouichi	菊池浩一	2007-04-12	R.I.S.E. FIREBALL 1	川端健司	3R終了 判定3-0	RISE
ryuuji	龍二	2007-04-12	R.I.S.E. FIREBALL 1	磨裟留	2R 1:58 KO（3ノックダウン）	RISE
hayato	HAYATO	2007-04-12	R.I.S.E. FIREBALL 1	キム・ソンウク	3R終了 判定3-0	RISE
samukawa-naoki	寒川直喜	2007-04-12	R.I.S.E. FIREBALL 1	マグナム酒井	3R終了 判定0-1	RISE
oono-takashi	大野崇	2004-05-30	一撃 5.30 ICHIGEKI	マグナム酒井	3R終了 判定0-3	Wikipedia(その他団体)
furanshisuko-firio	フランシスコ・フィリォ	2004-05-30	一撃 5.30 ICHIGEKI	レミー・ボンヤスキー	3R終了 判定3-0	Wikipedia(その他団体)
arekisanda-pichukunofu	アレキサンダー・ピチュクノフ	2004-05-30	一撃 5.30 ICHIGEKI	セス・ペトルゼリ	2R 2:18 TKO（レフェリーストップ）	Wikipedia(その他団体)
guraube-feitoza	グラウベ・フェイトーザ	2004-05-30	一撃 5.30 ICHIGEKI	アリスター・オーフレイム	1R 2:13 KO（右アッパー）	Wikipedia(その他団体)
oono-takashi	大野崇	2003-09-14	マーシャルアーツ日本キックボクシング連盟「EXPLOSION-3 〜挑戦者決定戦最終章〜」	マグナム酒井	5R終了 判定0-2	Wikipedia(その他団体)
ootakaichirou	大高一郎	2003-09-14	マーシャルアーツ日本キックボクシング連盟「EXPLOSION-3 〜挑戦者決定戦最終章〜」	沖津伊久磨	2分4R終了 判定0-2	Wikipedia(その他団体)
mizumachi-hiroshi	水町浩	2003-09-14	マーシャルアーツ日本キックボクシング連盟「EXPLOSION-3 〜挑戦者決定戦最終章〜」	小石川勝	5R終了 判定3-0	Wikipedia(その他団体)
oono-takashi	大野崇	2002-07-21	全日本キックボクシング連盟「ALL JAPAN KICKBOXING 15th ANNIVERSARY SPECIAL BOUT -CRUSH-」	清水貴彦	5R終了 判定0-2	全日本キックボクシング連盟
nishida-kazushi	西田和嗣	2002-07-21	全日本キックボクシング連盟「ALL JAPAN KICKBOXING 15th ANNIVERSARY SPECIAL BOUT -CRUSH-」	Suzuki 3:26	1R 2:22 KO	全日本キックボクシング連盟
oono-takashi	大野崇	2001-07-22	全日本キックボクシング連盟「BLAZE UP」	新田明臣	4R 1:37 KO（左膝蹴り）	全日本キックボクシング連盟
ishikawa-naoki	石川直生	2001-07-22	全日本キックボクシング連盟「BLAZE UP」	山本元気	3R終了 判定3-0	全日本キックボクシング連盟
yamamoto-genki	山本元気	2001-07-22	全日本キックボクシング連盟「BLAZE UP」	石川直生	3R終了 判定0-3	全日本キックボクシング連盟
nita-akeomi	新田明臣	2001-07-22	全日本キックボクシング連盟「BLAZE UP」	大野崇	4R 1:37 KO（左膝蹴り）	全日本キックボクシング連盟
oono-takashi	大野崇	2001-04-06	全日本キックボクシング連盟「CROSS FIRE-II」	中村高明	5R終了 判定3-0	全日本キックボクシング連盟
nishida-kazushi	西田和嗣	2001-04-06	全日本キックボクシング連盟「CROSS FIRE-II」	宮本健太郎	3R 1:48 KO	全日本キックボクシング連盟
otsuki-haruaki	大月 晴明	2001-04-06	全日本キックボクシング連盟「CROSS FIRE-II」	立嶋篤史	5R 1:10 KO（右アッパー）	全日本キックボクシング連盟
nakamura-takaaki	中村高明	2001-04-06	全日本キックボクシング連盟「CROSS FIRE-II」	大野崇	5R終了 判定0-3	全日本キックボクシング連盟
tateshima-atsushi	立嶋篤史	2001-04-06	全日本キックボクシング連盟「CROSS FIRE-II」	大月晴明	5R 1:10 KO	全日本キックボクシング連盟
oono-takashi	大野崇	2001-01-12	Wolf Revolution 〜Second Wave〜	チャド・オーセン	5R終了 判定3-0	Wikipedia(その他団体)
masato	魔裟斗	2001-01-12	Wolf Revolution 〜Second Wave〜	モハメッド・オワリ	3R 1:26 TKO（タオル投入）	Wikipedia(その他団体)
danieru-doson	ダニエル・ドーソン	2001-01-12	Wolf Revolution 〜Second Wave〜	小比類巻貴之	5R終了 判定2-0	Wikipedia(その他団体)
daiguuji-susumu	大宮司進	2001-01-12	Wolf Revolution 〜Second Wave〜	梅下湧暉	5R終了 判定1-0	Wikipedia(その他団体)
hayato	HAYATO	2001-01-12	Wolf Revolution 〜Second Wave〜	イゴール	1R 1:24 KO	Wikipedia(その他団体)
oono-takashi	大野崇	2000-07-26	WOLF REVOLUTION 〜First Wave〜	リチャード・ウォルシュ	1R 1:52 KO（右ストレート)	Wikipedia(その他団体)
maeda-kensaku	前田憲作	2000-07-26	WOLF REVOLUTION 〜First Wave〜	ベン・スミューレン	2R 3:00 KO（右膝蹴り）	Wikipedia(その他団体)
daiguuji-susumu	大宮司進	2000-07-26	WOLF REVOLUTION 〜First Wave〜	高野洋一	5R終了 判定1-0	Wikipedia(その他団体)
oono-takashi	大野崇	2000-06-18	イギリス	リチャード・スミス	3R KO（左ハイキック）	Wikipedia(その他団体)
oono-takashi	大野崇	2000-03-05	(null)	リチャード・スミス	判定	Wikipedia(その他団体)
jomaru-garaza	ジョマール・ガラザ	2025-08-24	(null)	Hasbulla D Garagas	3R 判定	RISE
jomaru-garaza	ジョマール・ガラザ	2025-04-12	(null)	Wu Jiajin	1R KO	RISE
jomaru-garaza	ジョマール・ガラザ	2025-03-06	(null)	ម៉ុន ម៉ើយ	1R TKO	RISE
jieremi-monteryo	ジェレミー・モンテーリョ	2022-12-10	(null)	Pierre meaume	3R KO	RISE
aresuta-tagure	アレスター・タグレ	2024-10-10	(null)	Namchieu Kunkhmer	1R TKO	RISE
aresuta-tagure	アレスター・タグレ	2024-04-27	(null)	Brandon Regalado	3R 判定	RISE
jorujio-petoroshian	ジョルジオ・ペトロシアン	2005-06-25	(null)	オリバー・チェック	2R TKO（レフェリーストップ）	Wikipedia(その他団体)
jorujio-petoroshian	ジョルジオ・ペトロシアン	None	(null)	ミケール・ラレマンド	2R TKO	Wikipedia(その他団体)
buranko-shikatiku	ブランコ・シカティック	1982-03-20	(null)	Jean Marc Tonus	6R終了 判定3-0	Wikipedia(その他団体)
buranko-shikatiku	ブランコ・シカティック	None	(null)	スタン・ザ・マン	12R終了 判定0-3	Wikipedia(その他団体)
buranko-shikatiku	ブランコ・シカティック	None	(null)	アンドレ・マナート	12R終了 判定3-0	Wikipedia(その他団体)
buranko-shikatiku	ブランコ・シカティック	None	(null)	レイ・マッカラム	失格	Wikipedia(その他団体)
ootakaichirou	大高一郎	2001-05-04	(null)	ウチダ	3R KO	Wikipedia(その他団体)
hiroki-zaitsu	財津大樹	2025-03-23	(null)	ダルビッシュ黒木	3R判定	RISE
anesuto-hosuto	アーネスト・ホースト	1993-02-14	(null)	Troy Hughes		Wikipedia(その他団体)
anesuto-hosuto	アーネスト・ホースト	1992-04-26	(null)	Joe Caktas		Wikipedia(その他団体)
anesuto-hosuto	アーネスト・ホースト	1990-10-14	(null)	Seyoke	1R KO	Wikipedia(その他団体)
anesuto-hosuto	アーネスト・ホースト	1990-01-28	(null)	Ernest Simmons	3R KO	Wikipedia(その他団体)
anesuto-hosuto	アーネスト・ホースト	1989-10-08	(null)	ブランコ・シカティック	3R 反則	Wikipedia(その他団体)
anesuto-hosuto	アーネスト・ホースト	1989-08-27	(null)	Francis Dauvin	2R KO	Wikipedia(その他団体)
anesuto-hosuto	アーネスト・ホースト	1989-05-19	(null)	Pascal Ducros		Wikipedia(その他団体)
anesuto-hosuto	アーネスト・ホースト	1989-04-21	(null)	ジャン・イヴ・テリオー	12R終了 判定2-1	Wikipedia(その他団体)
anesuto-hosuto	アーネスト・ホースト	1989-02-19	(null)	カークウッド・ウォーカー	5R終了 判定	Wikipedia(その他団体)
anesuto-hosuto	アーネスト・ホースト	1988-11-20	(null)	ピーター・アーツ	5R終了 判定3-0	Wikipedia(その他団体)
anesuto-hosuto	アーネスト・ホースト	1988-09-25	(null)	Benoit Brilliant	6R KO	Wikipedia(その他団体)
anesuto-hosuto	アーネスト・ホースト	1988-06-03	(null)	Regis Lessaint	3R KO	Wikipedia(その他団体)
anesuto-hosuto	アーネスト・ホースト	1987-12-05	(null)	Latricin		Wikipedia(その他団体)
anesuto-hosuto	アーネスト・ホースト	1987-09-10	(null)	Ronnie Wagenmaker	KO	Wikipedia(その他団体)
anesuto-hosuto	アーネスト・ホースト	1987-02-01	(null)	ロブ・カーマン	5R終了 判定3-0	Wikipedia(その他団体)
anesuto-hosuto	アーネスト・ホースト	1986-12-14	(null)	ジャン・イヴ・テリオー	12R終了 判定3-0	Wikipedia(その他団体)
anesuto-hosuto	アーネスト・ホースト	1986-06-12	(null)	Ernest Simmons		Wikipedia(その他団体)
anesuto-hosuto	アーネスト・ホースト	1986-03-02	(null)	Leo de Snoo		Wikipedia(その他団体)
anesuto-hosuto	アーネスト・ホースト	1986-01-18	(null)	Roy Martina	KO	Wikipedia(その他団体)
anesuto-hosuto	アーネスト・ホースト	1985-10-20	(null)	アンドレ・マナート	5R終了 判定	Wikipedia(その他団体)
anesuto-hosuto	アーネスト・ホースト	1985-06-23	(null)	Rob Floris	KO	Wikipedia(その他団体)
anesuto-hosuto	アーネスト・ホースト	1985-05-31	(null)	Gerardy	KO	Wikipedia(その他団体)
anesuto-hosuto	アーネスト・ホースト	1985-03-10	(null)	Leo de Snoo		Wikipedia(その他団体)
anesuto-hosuto	アーネスト・ホースト	1984-11-18	(null)	Drielle	KO	Wikipedia(その他団体)
anesuto-hosuto	アーネスト・ホースト	1984-10-20	(null)	Ricardo Darsan	KO	Wikipedia(その他団体)
anesuto-hosuto	アーネスト・ホースト	1984-03-25	(null)	Rijntjes	KO	Wikipedia(その他団体)
anesuto-hosuto	アーネスト・ホースト	1983-12-11	(null)	Wim Scharrenberg	2R KO	Wikipedia(その他団体)
anesuto-hosuto	アーネスト・ホースト	None	(null)	Sanmark	KO	Wikipedia(その他団体)
motoki	元氣	2022-05-15	(null)	平澤優聖	3R 判定	RISE
nicolas-rivas	“Weedy”ニコラス・リヴァース	2022-04-21	(null)	Quentin Alamdou	3R 判定	RISE
nicolas-rivas	“Weedy”ニコラス・リヴァース	2021-10-26	(null)	Saloume soumare	3R 判定	RISE
nicolas-rivas	“Weedy”ニコラス・リヴァース	2019-07-13	(null)	Juan ortiz nieto	3R TKO	RISE
nicolas-rivas	“Weedy”ニコラス・リヴァース	2019-01-19	(null)	clement adrover	3R 判定	RISE
i-sufan	イ・スファン	2003-09-27	(null)	ムン・ジョンウン	3R 2:55 TKO	Wikipedia(その他団体)
masui-yuki	増井 侑輝	2018-07-15	(null)	加藤 真也	判定	Bigbang
shahin-yakuto	シャヒン・ヤクート	None	(null)	ユーセル・フィダン	5R終了 判定	Wikipedia(その他団体)
aitor-currito	アイトール･クリート	2024-10-05	(null)	CARLOS GARCIA	3R 判定	RISE
petmai-mc-superlekmuaythai	ペットマイ・MC.スーパーレックムエタイ	2024-06-17	(null)	Petpasak sorsalacheep	5R 判定	RISE
patorisu-karuteron	パトリス・カルテロン	None	(null)	シーク・コンゴ	1R TKO（右膝蹴り）	Wikipedia(その他団体)
seiki-ueyama	植山征紀	None	(null)	カン・ビュンユ	1R KO	SHOOT BOXING
tosamaru	土佐丸	2017-12-17	(null)	福井 佑哉		SHOOT BOXING
tosamaru	土佐丸	2005-10-26	(null)	木田 なっくる将大		SHOOT BOXING
tosamaru	土佐丸	2003-12-03	(null)	ファントム進也	無効試合	SHOOT BOXING
maku-hanto	マーク・ハント	None	(null)	Chris Chrispoulides	5R終了 判定3-0	Wikipedia(その他団体)
robu-kaman	ロブ・カーマン	1994-06-25	(null)	ジェロム・ターカン	KO（ローキック）	Wikipedia(その他団体)
robu-kaman	ロブ・カーマン	1994-02-05	(null)	リック・ルーファス	2R KO（左フック）	Wikipedia(その他団体)
hamada-azumani	ハマダ・アズマニ	2025-04-05	(null)	David Sanchez	3RTKO	RISE
hamada-azumani	ハマダ・アズマニ	2024-06-29	(null)	Paolo Cannito	5R判定	RISE
petosankomu-so-sonmai	ペットサンコム・ソー・ソンマイ	2025-08-09	(null)	Prayim sor.bonmerit	5R 判定	RISE
petosankomu-so-sonmai	ペットサンコム・ソー・ソンマイ	2025-07-02	(null)	Chatpayak lanlamotorsa	5R 判定	RISE
petosankomu-so-sonmai	ペットサンコム・ソー・ソンマイ	2025-05-17	(null)	Prayim sor.bonmerit	5R 判定	RISE
shoya	昇也	2017-11-25	(null)	不明	引分	Bigbang
shoya	昇也	2017-07-23	(null)	不明	KO	Bigbang
shoya	昇也	2017-07-10	(null)	不明		Bigbang
jarunsuku-bunranamuetai	ジャルンスック・ブーンラナームエタイ	2023-10-26	(null)	チャイトーン	4R KO	RISE
jarunsuku-bunranamuetai	ジャルンスック・ブーンラナームエタイ	2023-08-15	(null)	ファープラタン	5R 判定	RISE
morisu-sumisu	モーリス・スミス	None	(null)	ディーノ・ホームズ		Wikipedia(その他団体)
morisu-sumisu	モーリス・スミス	None	(null)	ダナ・グッドソン		Wikipedia(その他団体)
shiro	志朗	2019-01-06	(null)	ペットサムレット・オーボートーノンヤントイ	5R 判定	RISE
shiro	志朗	2010-11-16	(null)	ヨードゲン	判定	Wikipedia(その他団体)
chu-jienryan	チュー・ジェンリャン	None	(null)	秋元皓貴	ユナニマス判定	ONE Championship
karurosu-budio	カルロス・ブディオ	2019-08-01	(null)	Ho Sung	3R KO	RISE
kata-uiriamusu	カーター・ウィリアムス	2003-06-28	(null)	トーマス・クチャゼウスキー	KO	Wikipedia(その他団体)
kata-uiriamusu	カーター・ウィリアムス	2003-06-28	(null)	ジェフ・フォード	2R TKO	Wikipedia(その他団体)
kata-uiriamusu	カーター・ウィリアムス	2003-06-28	(null)	ケリー・レオ	2R TKO	Wikipedia(その他団体)
kata-uiriamusu	カーター・ウィリアムス	2002-07-27	(null)	ジェフ・フォード	判定	Wikipedia(その他団体)
kata-uiriamusu	カーター・ウィリアムス	2002-07-27	(null)	Ramaz Kikalishvilli	2R KO	Wikipedia(その他団体)
ferunando-arumeida	フェルナンド・アルメイダ	2021-06-23	(null)	Musa Sultaev	3R 判定	RISE
ferunando-arumeida	フェルナンド・アルメイダ	2020-07-23	(null)	Mehmet Ozer	1R KO	RISE
en-penjie	エン・ペンジェー	2024-05-05	(null)	法比奥・洛伊西	3R 判定	RISE
en-penjie	エン・ペンジェー	2024-04-22	(null)	ยอดขุนศึก สิงห์คลองสี้	1R KO	RISE
i-dogyon	イ・ドギョン	2019-09-28	(null)	bo kyeong	延長R判定	RISE
i-dogyon	イ・ドギョン	2019-04-06	(null)	ji eun	3R 判定	RISE
kazuki-osaki	大﨑一貴	2019-06-22	(null)			RISE
kazuki-osaki	大﨑一貴	2018-02-24	(null)	Samsayam Siriliakmuaythai	1R KO	RISE
kazuki-osaki	大﨑一貴	2018-01-27	(null)	Attachai Sitkunthap	2R TKO	RISE
kazuki-osaki	大﨑一貴	2017-12-02	(null)	Suarek Lianplaza	1R KO	RISE
kazuki-osaki	大﨑一貴	2017-11-04	(null)	Changpueknoi Warriormuaythaipattaya	1R KO	RISE
kazuki-osaki	大﨑一貴	2017-04-12	(null)	Jamtalay	2R KO	RISE
kazuki-osaki	大﨑一貴	2016-06-19	(null)	Towakiew Kiatkampon	2R KO	RISE
kazuki-osaki	大﨑一貴	2016-02-13	(null)	Chadpayak Toyturakijbanteng	2R KO	RISE
kazuki-osaki	大﨑一貴	2015-02-15	(null)	Phetsmuslim Kitchikes	1R TKO	RISE
somsan-c2m-muaythai-fitness	サムサン・C2M MUAYTHAI&FITNESS	2024-06-10	(null)	天海ツナミ	10R 判定	RISE
somsan-c2m-muaythai-fitness	サムサン・C2M MUAYTHAI&FITNESS	2024-02-11	(null)	Boonsita Charoensuk	TKO	RISE
somsan-c2m-muaythai-fitness	サムサン・C2M MUAYTHAI&FITNESS	2023-10-08	(null)	Chawala Wangarsa	TKO	RISE
somsan-c2m-muaythai-fitness	サムサン・C2M MUAYTHAI&FITNESS	2023-09-09	(null)	Nomphon Kangkeeree	TKO	RISE
somsan-c2m-muaythai-fitness	サムサン・C2M MUAYTHAI&FITNESS	2018-10-05	(null)	Joana Pastrana	7R TKO	RISE
kumandoi-petindiakademi	クマンドーイ・ペッティンディーアカデミー	2023-05-12	(null)	Oleylek Sor Khanchai	5R TKO	RISE
kumandoi-petindiakademi	クマンドーイ・ペッティンディーアカデミー	2023-04-11	(null)	Peayim Sor Boonmeerit	3R TKO	RISE
ashurafu-ashira	アシュラフ・アーシラ	2025-06-08	(null)	Mathias PHOUNTOUCOS	1R KO	RISE
ashurafu-ashira	アシュラフ・アーシラ	2025-04-07	(null)	Joshua Trowbridge	判定	RISE
sanberu-babayan	サンベル・ババヤン	2024-04-06	(null)	Rafael de Araujo Lima	5R 判定	RISE
sanberu-babayan	サンベル・ババヤン	2023-12-16	(null)	Lorenzo Sterza	5R 判定	RISE
kunsuku-petindiakademi	クンスック・ペッティンディーアカデミー	2023-12-21	(null)	Anantachai Singhodgyn	5R 判定	RISE
kunsuku-petindiakademi	クンスック・ペッティンディーアカデミー	2023-09-19	(null)	Petsupan Por.prajansee	5R 判定	RISE
sasha-tadayoni	サーシャ・タダヨニ	2022-07-22	(null)	Erik blas	2R TKO	RISE
sasha-tadayoni	サーシャ・タダヨニ	2022-04-21	(null)	Efe	5R 判定	RISE
sho-sugimoto	杉本 祥	2018-11-04	(null)	志樹	3RTKO	RISE
adamu-wato	アダム・ワット	2002-10-11	(null)	グルカン・オズカン	6R 判定3-0	Wikipedia(その他団体)
bikuta-de-koningu	ビクター・デ・コニング	2023-04-24	(null)	Sfyrlas	3R 判定	RISE
bunron-petindiakademi	ブンロン・ペッティンディーアカデミー	2023-10-09	(null)	Pechnumneung T.surat	5R 判定	RISE
bunron-petindiakademi	ブンロン・ペッティンディーアカデミー	2023-08-18	(null)	Jareansuk boonlannamuaythai	5R TKO	RISE
tan-suan-yun	タン・スアン・ユン	2024-07-27	(null)	Nong Min	3R 判定	RISE
farphayap-grabs	ファーパヤップ・GRABS	2023-04-30	(null)	昇也	3R 判定	RISE
zabito-samedofu	ザビット・サメドフ	2002-02-20	(null)	アンドレイ・ネグリー	5R終了 判定	Wikipedia(その他団体)
chado-korinzu	チャド・コリンズ	2022-05-28	(null)	Jack tor Morsi	3R 判定	RISE
chado-korinzu	チャド・コリンズ	2021-11-21	(null)	クイントン・スミス	5R 判定	RISE
chado-korinzu	チャド・コリンズ	2021-10-30	(null)	Rhys Karakyriacos	判定	RISE
rei-sefo	レイ・セフォー	1996-09-09	(null)	カークウッド・ウォーカー	KO	Wikipedia(その他団体)
rei-sefo	レイ・セフォー	1995-08-25	(null)	マイケル・マクドナルド	3R KO（右フック）	Wikipedia(その他団体)
rei-sefo	レイ・セフォー	1995-04-27	(null)	ロブ・マーティン	1R KO（左フック）	Wikipedia(その他団体)
takafumi-morita	森田崇文	2019-09-08	(null)	小川健晴	3R判定	RISE
petorukuon-sarijimu	ペットルークオン・サーリージム	2022-07-14	(null)		5R 判定	RISE
afumado-akodado	アフマド・アコーダッド	2023-04-22	(null)	Lani Alexandros	3R 判定	RISE
jabito-bairami	ジャビット・バイラミ	None	(null)	Francesco Ambrosio	1R KO	Wikipedia(その他団体)
jabito-bairami	ジャビット・バイラミ	None	(null)	カール・グリシンスキー	判定	Wikipedia(その他団体)
matin-rozarusuki	マーティン・ロザルスキー	None	(null)	シーク・コンゴ	3R TKO	Wikipedia(その他団体)
shishido-hiroki	宍戸 大樹	2002-10-18	(null)	タイ人	判定	SHOOT BOXING
shishido-hiroki	宍戸 大樹	2002-07-28	(null)	シャノン・フォレスター	5R 判定	SHOOT BOXING
shishido-hiroki	宍戸 大樹	2001-01-13	(null)	韓国人選手	2R KO	SHOOT BOXING
shishido-hiroki	宍戸 大樹	2000-07-26	(null)	KIYOHIRO	判定	SHOOT BOXING
shishido-hiroki	宍戸 大樹	2000-03-25	(null)	藤岡 一也	2R TKO	SHOOT BOXING
shishido-hiroki	宍戸 大樹	None	(null)	劉献偉	判定	SHOOT BOXING
chansuku-petindiakademi	チャーンスック・ペッティンディーアカデミー	2025-08-30	(null)	Saenheng Looknungubon	3R 判定	RISE
domajofu-osutajiku	ドマジョフ・オスタジック	None	(null)	アディス・サボティック	1R KO	Wikipedia(その他団体)
peshira-uo-uracha	ペッシラー・ウォー・ウラチャー	2023-05-26	(null)	ディーゼルレック・ウォーワンチャイ	5R 判定	RISE
peshira-uo-uracha	ペッシラー・ウォー・ウラチャー	2023-03-24	(null)	Saoto O.aschariya	5R 判定	RISE
peshira-uo-uracha	ペッシラー・ウォー・ウラチャー	2023-02-15	(null)	Kankaew Sor.bunmerit	5R 判定	RISE
jieromu-re-banna	ジェロム・レ・バンナ	1992-12-06	(null)	Raynald Fucho	7R 判定	Wikipedia(その他団体)
jan-kurodo-ribieru	ジャン＝クロード・リビエール	1996-06-06	(null)	ブランコ・パブロビッチ	10R 2:00 判定3-0（98.5-94.5/98.5-97/99-98.5）	Wikipedia(その他団体)
yan-kafa	ヤン・カッファ	2022-04-22	(null)	Chris Wunn	判定	RISE
yan-kafa	ヤン・カッファ	2021-10-23	(null)	Redouan Boukereche	判定	RISE
yan-kafa	ヤン・カッファ	2021-06-14	(null)	Petru Morari	4R KO	RISE
wan-shanchin	ワン・シャンチン	2024-09-14	(null)	WATTANA	1R KO	RISE
wan-shanchin	ワン・シャンチン	2024-08-03	(null)	Yodtanong	3R 判定	RISE
arubato-kurausu	アルバート・クラウス	None	(null)	Zheng Zhaoyu	2R 0:55 KO（右膝蹴り）	Wikipedia(その他団体)
jiemuzu-firipusu	ジェームズ・フィリップス	2007-09-01	(null)	Florian Ogunade	3R+延長1R終了 判定2-1	Wikipedia(その他団体)
jiemuzu-firipusu	ジェームズ・フィリップス	2007-09-01	(null)	Yussuf Belmikdann	2R KO	Wikipedia(その他団体)
ze-wariro	ゼ・ワリロ	2026-04-15	(null)	SOPHEAP ROMLY	3R KO	RISE
takayama-atsushi-2	髙山 敦	2026-01-21	(null)	タイ人		SHOOT BOXING
kon-deshan	コン・デシャン	2025-02-22	(null)	袁武	3R 判定	RISE
kon-deshan	コン・デシャン	2024-10-30	(null)	Darafkan behzad	3R 判定	RISE
i-sonhyon	イ・ソンヒョン	2021-11-28	(null)	ジョニー“スィフト”スミス		RISE
i-sonhyon	イ・ソンヒョン	2017-05-24	(null)	バトジャルガル	2RKO	RISE
monkutopeto-kaorakumuetai	モンクットペット・カオラックムエタイ	2023-10-04	(null)	Gamze Korkmaz	判定	RISE
monkutopeto-kaorakumuetai	モンクットペット・カオラックムエタイ	2023-10-03	(null)	Yen Ta Thi Kim	判定	RISE
monkutopeto-kaorakumuetai	モンクットペット・カオラックムエタイ	2023-10-02	(null)	Nur Insyirah Binti Mandol	判定	RISE
monkutopeto-kaorakumuetai	モンクットペット・カオラックムエタイ	2023-08-06	(null)	Sanaegham	2R TKO	RISE
douerubato-manueru	ドゥエルバート・マヌエル	2024-05-11	(null)	Brenno cordeiro	2R TKO	RISE
byon-bogyon	ビョン・ボギョン	2022-12-17	(null)	Lee DoKyeong	5R 判定	RISE
byon-bogyon	ビョン・ボギョン	2021-12-11	(null)	Park SeoRin	5R 判定	RISE
namuwan-sokonkurapan	ナムワーン・ソーコンクラパン	2026-05-04	(null)	Lomfon Sor. Silaluk	3R 判定	RISE
namuwan-sokonkurapan	ナムワーン・ソーコンクラパン	2026-02-22	(null)	Mookmanee Nor. Narksuwan	3R 判定	RISE
namuwan-sokonkurapan	ナムワーン・ソーコンクラパン	2025-10-25	(null)	Winnia Leow	3R 判定	RISE
jo-sanhe	ジョ・サンヘ	2024-11-09	(null)	Pet Samui	3R TKO	RISE
jo-sanhe	ジョ・サンヘ	2024-11-09	(null)	Genta	2R TKO	RISE
uitikon-sonnamutankiri	ウィッティコーン・ソンナムタンキリ	2025-08-17	(null)	ฤทธิ์เดช เกียรติทรงฤทธิ์	3RTKO	RISE
uitikon-sonnamutankiri	ウィッティコーン・ソンナムタンキリ	2025-06-12	(null)	ดอกไม้ป่า ท็อปแพรี่	5R判定	RISE
uitikon-sonnamutankiri	ウィッティコーン・ソンナムタンキリ	2025-04-29	(null)	ฤทธิ์เดช เกียรติทรงฤทธิ์	5R判定	RISE
miyo-yoshida	吉田実代	2025-02-01	(null)	Beata Dudek	延長 判定	RISE
miyo-yoshida	吉田実代	2024-10-23	(null)	シュレッタ・メトカーフ	10R 判定	RISE
miyo-yoshida	吉田実代	2023-12-09	(null)	エバニー・ブリッジス	10R 判定	RISE
miyo-yoshida	吉田実代	2023-11-07	(null)	シュレッタ・メトカーフ	8R 判定	RISE
miyo-yoshida	吉田実代	2023-04-27	(null)	インデヤ・スミス	8R 判定	RISE
sofia-tsuorakidou	ソフィア・ツォラキドゥ	2025-05-18	(null)	Nora Perez	TKO	Wikipedia(その他団体)
tateshima-atsushi	立嶋篤史	1987-08-03	(null)	サクチャイ・キャットチャウオー	5R終了 判定	Wikipedia(その他団体)
jierarudo-virade	ジェラルド・ヴィーラーデ	2024-06-24	(null)	Johnny ณัฐพงษ์ คิดหวัง	3R 判定	RISE
jierarudo-virade	ジェラルド・ヴィーラーデ	2024-03-11	(null)	Guillermo Del Rio Perez	3R TKO	RISE
geo-uirasakureku	ゲーオ・ウィラサクレック	None	(null)	Bureeram Pookaofai	TKO	Wikipedia(その他団体)
fakundo-guramachou	ファクンド・グラマチョウ	2024-02-27	(null)	フェナンド・サンチェス	1R KO	RISE
fakundo-guramachou	ファクンド・グラマチョウ	2023-05-23	(null)	Mark Antony	3R 判定	RISE
petopanomurun-kyatomukao	ペットパノムルン・キャットムーカオ	2022-06-30	(null)	チュージャルン・ダブランサラハム	5R判定	RISE
petopanomurun-kyatomukao	ペットパノムルン・キャットムーカオ	2021-04-09	(null)	チュージャルン・ダブランサラハム	5R判定	RISE
kimuruai-wankonomu	キムルアイ・ワンコンオーム	2025-03-15	(null)	Petchgafield Jitmuangnon	3R KO	RISE
miyamoto-keisuke	宮元啓介	2015-09-27	(null)	アレクシス・バラテウ	3R KO 勝ち	Wikipedia(その他団体)
miyamoto-keisuke	宮元啓介	2015-06-21	(null)	内藤大樹	3R 判定 負け	Wikipedia(その他団体)
