qid,label_ja,label_en,alt_ja,sherdog_id,tapology_id,birth_year
Q15984578,徳留一樹,Kazuki Tokudome,,26192,kazuki-tokudome,1987
Q15987739,鈴木信達,Nobutatsu Suzuki,,15160,,1977
Q15987743,高田浩也,Hiroya Takada,,1501,,1977
Q15987792,久米鷹介,Takasuke Kume,,21731,8848-takasuke-kume,1985
Q15987810,ゴイチ・ヤマウチ,Goiti Yamauchi,,48629,36559-goiti-yamauchi,1993
Q16566256,倉本一真,Kazuma Kuramoto,,269069,,1986
Q16769563,ISAO,ISAO,,36680,,1988
Q16770400,岸本泰昭,Yasuaki Kishimoto,,21996,,1984
Q1705122,鈴木みのる,Minoru Suzuki,鈴木実,666,,1968
Q1705780,佐山聡,Satoru Sayama,初代タイガーマスク|佐山サトル|サミー・リー,,,1957
Q17158832,山本アーセン,Erson Yamamoto,佐々木アーセン,211093,,1996
Q17160466,TAISHO,Tomomi Iwama,,6077,,1977
Q17221921,矢地祐介,Yūsuke Yachi,,44738,,1990
Q17224941,中井光義,Mitsuyoshi Nakai,,54006,,1989
Q17349970,佐々木信治,Sasaki Shinji,,14367,,1980
Q17349973,佐藤天,Takashi Satō,,147403,,1990
Q17361532,元谷友貴,Yūki Motoya,もとや ゆうき,66241,,1989
Q1739023,佐々木健介,Kensuke Sasaki,パワー・ウォリアー,2641,,1966
Q17686925,巽宇宙,Uchū Tatsumi,,430,,1972
Q18349579,菅野浩之,Hiroyuki Kanno,,10871,86208-hiroyuki-kanno,1969
Q18353212,,Kyuhei Ueno,,1183,9728-kyuhei-ueno-mikage,1971
Q18383496,北田俊亮,Toshiaki Kitada,,20561,,1980
Q18387703,,Takenori Ito,,1239,,1993
Q18390508,スーパーライダー,Yuichi Watanabe,渡部優一|仮面シューター・スーパーライダー|仮面シューター・スーパー・ライダー|ホッパー・キング|“仮面シューター”スーパー・ライダー,8794,,1962
Q18390562,富士豊,Yutaka Fuji,,10870,,
Q18392990,小楠健志,Kenji Ogusu,おぐすけんじ,11112,109159-kenji-ogusu,1971
Q18545794,越智晴雄,Haruo Ochi,,29147,,1984
Q18545803,金山亜莉紗,Arisa Kanayama,,390313,,1994
Q18683761,,Kazuya Abe,,1279,9638-kazuya-abe-abkz,1975
Q18686228,藤崎聡,Satoshi Fujisaki,,1242,9640-satoshi-fujisaki,1974
Q18686231,,Masato Fujiwara,,1222,,1976
Q18687926,井上和浩,Kazuhiro Inoue,,1319,,1973
Q18687947,石川誠,Makoto Ishikawa,,1277,5661-makoto-ishikawa,1974
Q18817645,シバター,Shibatar,齋藤光,78906,,1985
Q18817670,潤鎮魂歌,Jun Requiem,中村潤,79395,,1984
Q19364555,,Hiroki Kotani,,1245,3246-hiroki-kotani,1971
Q19364594,桜井隆多,Ryuta Sakurai,,1270,ryuta-sakurai,1971
Q19560557,ジオ大森,Geo Omori,,,,1898
Q19561045,,Jun Kitagawa,,1260,,1973
Q19577433,,Masaki Nishizawa,,1268,,1972
Q19578015,,Kazumichi Takada,,1254,3497-kazumichi-takada,1977
Q19578017,高橋大児,Daiji Takahashi,,1321,,1977
Q19578134,鶴屋浩,Hiroshi Tsuruya,,1259,,1970
Q19578371,,Jinzaburo Yonezawa,,1284,,1977
Q19666844,小島弘之,Hiroyuki Kojima,,1218,,1975
Q19666958,,Masato Suzuki,,1185,,
Q19668591,,Kimihito Nonaka,,1199,2289-kimihito-nonaka,1968
Q20011567,松田干城,Tateki Matsuda,,45607,,1986
Q20030028,太田忍,Shinobu Ōta,,378738,279365-shinobu-ota,1993
Q20038580,安西信昌,Shinsho Anzai,,47183,,1985
Q2069759,石井慧,Satoshi Ishii,石井彗,41887,satoshi-ishii,1986
Q2073061,長島☆自演乙☆雄一郎,Yuichiro Nagashima,長島雄一郎|長島自演乙雄一郎|長島自演乙雄一朗,19340,,1984
Q20736459,,Hiroshi Umemura,,1308,,1972
Q20744802,レッツ豪太,Gota Yamashita,山下豪太,62831,24160-gota-yamashita-lets-gota,1989
Q2080446,船木誠勝,Masakatsu Funaki,船木優治,671,,1969
Q2086223,藤田和之,Kazuyuki Fujita,,315,egidijus-valavicius,1970
Q2090890,近藤有己,Yuki Kondo,近藤 有|こんどう ゆうき,263,yuki-kondo,1975
Q21019258,中島太一,Taichi Nakajima,,84217,,1989
Q21621538,石原夜叉坊,Teruto Ishihara,,78898,,1991
Q21642647,加藤久輝,Hisaki Kato,,125695,,1982
Q21700871,長倉立尚,Tatsunao Nagakura,長倉 立尚,41776,,1984
Q22119284,高森啓吾,Keigo Takamori,,8583,,1976
Q22124707,宮崎直人,Naoto Miyazaki,,30991,,1983
Q22124860,MAX宮沢,MAX Miyazawa,,4680,,1971
Q22124940,松本崇寿,Takatoshi Matsumoto,,68682,,1991
Q22124960,松本天心,Tenshin Matsumoto,,5908,,1968
Q22127042,タケシマケンヂ,Kenji Takeshima,,,,1987
Q22127407,岡田剛史,Tsuyoshi Okada,,2359,,1979
Q22127911,平安孝行,Takayuki Hirayasu,,18889,,1980
Q22128085,奥田啓介,Keisuke Okuda,,213277,,1991
Q22128369,齊藤曜,Yo Saito,,47931,,1985
Q22129903,篠宮敏久,Toshihisa Shinomiya,,77347,,
Q22131111,加賀谷大,Hiroshi Kagaya,,77344,,1985
Q2271450,戦闘竜,Sentoryū Henri,ヘンリー・アームストロング・ミラー|戦闘竜扁利|戦闘竜広光|ヘンリー・ミラー,10217,,1969
Q2295056,吉田秀彦,Hidehiko Yoshida,,5920,hidehiko-yoshida,1969
Q22973417,SARAMI,Satomi Takano,,93835,29938-satomi-takano,1990
Q2370844,緒方亜香里,Akari Ogata,,415723,362906-akari-ogata,1990
Q23779749,ジェイク・リー,Jake Lee,,130511,,1989
Q24283701,華 DATE,Hana DATE,,207261,,1997
Q24340629,里奈,Rina,法DATE|法 Date|NØRI,207259,,1998
Q24859925,阿部貴広,Takahiro Abe,,155707,,1980
Q24875170,五十嵐涼亮,Ryosuke Igarashi,,220089,,1993
Q24875305,与国秀行,Hideyuki Yokuni,谷山秀行,31192,,1976
Q24876909,中村憲輔,Kensuke Nakamura,,61951,,1981
Q24896955,山本裕次郎,Yujiro Yamamoto,,25572,,1978
Q24897434,山崎悠輝,Yuki Yamasaki,,113189,,1992
Q24956001,クレベル・コイケ,Kleber Koike Erbst,,38593,3527-kleber-koike-erbst,1989
Q2525256,五味隆典,Takanori Gomi,,425,takanori-gomi-the-fireball-kid,1978
Q25266077,樋口黎,Rei Higuchi,,,563572-rei-higuchi,1996
Q25266091,KAREN,Karen Date,華蓮DATE,225469,,2003
Q2605547,川尻達也,Tatsuya Kawajiri,"クラッシャー,",1326,tatsuya-kawajiri-crusher,1978
Q262690,水野竜也,Tatsuya Mizuno,,18538,,1981
Q2699043,三崎和雄,Kazuo Misaki,,1829,,1976
Q2703841,岡見勇信,Yushin Okami,,5569,yushin-okami-thunder,1981
Q27917440,蓮實光,Hikaru Hasumi,,76194,,1986
Q27921254,貴源治賢,Takagenji Satoshi,,402617,,1997
Q28069011,渡辺良知,Yoshitomo Watanabe,,19226,,1985
Q28069164,増田裕介,Yusuke Masuda,,12925,,1980
Q280763,藪下めぐみ,Megumi Yabushita,,5095,,1972
Q28687318,永江真也,Shinya Nagae,,112219,,1984
Q289786,風香,Fūka Kakimoto,柿本風香,14525,,1984
Q2936949,宇野薫,Caol Uno,,283,caol-uno-uno-shoten,1975
Q3025614,永田裕志,Yuji Nagata,,3422,2032-yuji-nagata,1968
Q30502025,井上直樹,Naoki Inoue,,158487,60855-naoki-inoue,1997
Q3082436,宮田和幸,Kazuyuki Miyata,,11707,,1976
Q30922488,藤田雅幸,Masayuki Fujita,,157869,,1975
Q30927056,直DATE,Nao DATE,,209337,,1997
Q30931873,兼平大介,Daisuke Kanehira,,64836,,1984
Q3098857,桜井速人,Hayato Sakurai,"桜井マッハ速人|桜井""マッハ""速人",432,hayato-sakurai-mach,1975
Q3098906,ミノワマン,Ikuhisa Minowa,美濃輪育久,250,,1976
Q3108267,泉浩,Hiroshi Izumi,,52100,,1982
Q3136380,横井宏考,Hirotaka Yokoi,,1334,,1978
Q3174577,中村和裕,Kazuhiro Nakamura,,6943,,1979
Q323675,北尾光司,Kōji Kitao,双羽黒光司|双羽黒|北尾光覇,134,,1963
Q3242787,中井りん,Rin Nakai,,18887,rin-nakai,1986
Q3275696,高山善廣,Yoshihiro Takayama,髙山善廣|髙山善広|高山善広,2209,,1966
Q3291394,高阪剛,Tsuyoshi Kosaka,,190,tsuyoshi-kosaka-tk,1970
Q3343678,山本徳郁,Norifumi Yamamoto,"額少年|GAKUS|山本KID徳郁|山本“KID”徳郁|山本""KID""徳郁",1354,norifumi-yamamoto-kid,1977
Q3453178,佐藤ルミナ,Rumina Sato,,421,,1973
Q3514206,杉浦貴,Takashi Sugiura,,4837,,1970
Q3544327,桜庭あつこ,Atsuko Sakuraba,櫻庭あつこ,5098,,1976
Q3544655,坂井澄江,Sumie Sakai,,19412,,1971
Q3573150,中井祐樹,Yuki Nakai,中井裕樹,429,,1970
Q3783656,日沖発,Hatsu Hioki,,5466,,1983
Q378715,大沢ケンジ,Kenji Osawa,,6961,kenji-osawa,1976
Q379021,石田光洋,Mitsuhiro Ishida,,2225,,1978
Q38276105,風田陣,Jin Kazeta,,3485,,1971
Q38276186,スダリオ剛,Takanofuji Sanzo,貴公俊 剛|貴ノ富士 三造,375500,271208-tsuyoshi-sudario-takanofuji-sanzo,1997
Q38277024,サイレンサー,Silencer,,1790,,1981
Q38277033,KINGレイナ,KING Reina,,209339,,1996
Q3874914,永田克彦,Katsuhiko Nagata,,14811,,1973
Q3885314,垣原賢人,Masahito Kakihara,ミヤマ仮面|ミヤマ☆仮面,11464,,1972
Q4057557,東孝,Takashi Azuma,,,,1949
Q41152,曙太郎,Akebono Tarō,モンスターボノ|モンスター・ボノ|チャド・ローウェン・ジョージ・ハヘオ|グレート・ボノ|曙,11899,,1969
Q4120094,高瀬大樹,Daiju Takase,,226,,1978
Q41693266,仙三,Senzo Ikeda,,88753,,1982
Q42171690,武尊,Takeru Segawa,世川武尊,432093,,1991
Q4220449,菊地昭,Akira Kikuchi,,3483,2348-akira-kikuchi,1978
Q42302288,那須川天心,Tenshin Nasukawa,,241529,146669-tenshin-nasukawa,1998
Q43424936,論田愛空隆,Akuri Ronda,,116747,,1989
Q4352443,廣田瑞人,Mizuto Hirota,,12078,,1981
Q45207,アントニオ猪木,Antonio Inoki,猪木寛至|猪木事務所|燃える闘魂|リトル・トーキョー・トム|モハメッド・フセイン|ミスター・カジモト|カンジ・イノキ|イノキ・ペールワン,,,1943
Q45819117,中村倫也,Rinya Nakamura,,386855,296781-tomoya-nakamura,1995
Q45819137,河名真寿斗,Masuto Kawana,,387670,,1995
Q45819258,渡辺華奈,Kana Watanabe,渡辺 華奈,265441,168540-kana-watanabe,1988
Q461065,藤井惠,Megumi Fujii,秒殺女王|Mega Megu,11512,,1974
Q4673000,アレクサンダー大塚,Alexander Otsuka,大塚崇,5,alexander-otsuka-the-diet-butcher,1971
Q4700906,安達明彦,Akihiko Adachi,,2229,45686-akihiko-adachi,1965
Q4700928,郷野聡寛,Akihiro Gono,DJ GOZMA,1217,,1974
Q4701157,前田日明,Akira Maeda,前田明,5022,,1959
Q4701184,小路晃,Akira Shoji,,10,akira-shoji,1974
Q4701246,田村彰敏,Akitoshi Tamura,,1365,akitoshi-tamura-ironman,1980
Q4701279,西浦聡生,Akiyo Nishiura,"西浦""ウィッキー""聡生|ウィッキー聡生",13085,,1983
Q47465007,藤田大和,Yamato Fujita,,263877,,1992
Q47465008,浅倉カンナ,Kanna Asakura,,176903,79993-kanna-asakura,1997
Q47470350,阿部大治,Daichi Abe,,191861,,1991
Q4803483,小寺麻美,Asami Kodera,,7087,,1978
Q484409,金泰泳,Taiei Kin,,17381,,1970
Q4845534,瀧本誠,Makoto Takimoto,,11814,makoto-takimoto,1974
Q487335,秋山成勲,Yoshihiro Akiyama,秋成勲|チュ・ソンフン,11895,yoshihiro-akiyama-sexyama,1975
Q48749327,井土徹也,Tetsuya Izuchi,,414644,,2000
Q4921076,RENA,Rena Kubota,レーナ,209061,118827-rena-kubota,1991
Q4935436,ボビー・オロゴン,Bobby Ologun,近田ボビー|近田 ボビー|ボビーオロゴン|ジョイ・オロゴン|カリム・アルハジ・オロゴン,11894,,1966
Q50641980,渋谷莉孔,Riku Shibuya,,40488,,1985
Q510989,田村一聖,Issei Tamura,,34371,,1984
Q5154955,山本喧一,Kenichi Yamamoto,山本健一,236,kenichi-yamamoto,1976
Q5209148,松井大二郎,Daijiro Matsui,松井駿介,318,,1972
Q5209170,DJ.taiki,Daiki Hata,畑大樹,12315,,1982
Q5209653,中村大介 (プロレスラー),Daisuke Nakamura,,4910,,1980
Q5288771,三島☆ド根性ノ助,Dokonjonosuke Mishima,,1170,dokonjonosuke-mishima,1972
Q5349218,光岡映二,Eiji Mitsuoka,光岡エイジ,2235,,1976
Q5371059,藤野恵実,Emi Fujino,,10006,emi-fujino,1980
Q5371137,風神ライカ,Emiko Raika,来家恵美子|ライカ (ボクサー),176295,,1975
Q5371429,柳澤龍志,Ryūshi Yanagisawa,柳沢龍志,668,,1972
Q53764824,黒部三奈,Mina Kurobe,,119851,,1977
Q53764876,朝倉海,Kai Asakura,,226035,58234-kai-asakura,1993
Q53764960,朝倉未来,Mikuru Asakura,,113195,35200-miku-asakura,1992
Q542566,黒田エミ,Emi Kuroda,秋本美鈴,13733,,1978
Q54293170,川村虹花,Nanaka Kawamura,,270241,,1995
Q54867705,内藤のび太,Yoshitaka Naito,,110387,,1984
Q55406545,青野ひかる,Hikaru Aono,,265437,,1993
Q55407330,若松佑弥,Yuya Wakamatsu,,199349,,1995
Q55407343,堀江圭功,Yoshinori Horie,,227513,,1995
Q55524466,NavE,NavE,,115505,,1990
Q55536786,長谷川賢,Ken Hasegawa,,76908,,1987
Q5558394,ジャイアント落合,Giant Ochiai,,322,,1973
Q56345927,山崎桃子,Momoko Yamazaki,,253953,,1992
Q56354137,松本光史,Kōshi Matsumoto,,42341,,1983
Q5639983,大原はじめ,Hajime Ohara,レイ大原,17919,,1984
Q5686120,碓氷早矢手,Hayate Usui,碓氷ハヤテ,6783,,1971
Q57314625,松嶋こよみ,Koyomi Matsushima,,188675,,1992
Q5752381,門脇英基,Hideki Kadowaki,,1345,,1976
Q5752647,所英男,Hideo Tokoro,,2276,hideo-tokoro,1977
Q5752709,門馬秀貴,Hidetaka Monma,,2278,,1973
Q57538501,武田光司,Koji Takeda,,243733,,1995
Q5760445,佐藤光留,Hikaru Sato,,1716,,1980
Q5770376,北村ヒロコ,Hiroko Kitamura,,45331,,1972
Q5770440,HIROKO,Hiroko Yamanaka,山中裕子,20271,hiroko-yamanaka,1978
Q5770599,金原弘光,Hiromitsu Kanehara,,1441,,1970
Q5770605,三浦広光,Hiromitsu Miura,,10971,,1981
Q5771472,阿部裕幸,Hiroyuki Abe,,1293,,1970
Q5771594,高谷裕之,Hiroyuki Takaya,髙谷裕之,6782,hiroyuki-takaya-streetfight-bancho,1977
Q5772256,渡辺久江,Hisae Watanabe,渡邊久江,6984,,1980
Q5872201,赤野仁美,Hitomi Akano,平岩仁美,11994,hitomi-akano-girlfight-monster,1974
Q58886184,上田幹雄,Mikio Ueda,,402618,,1995
Q59135060,海人,Kaito Ono,,,,1997
Q59552216,大森北斗,Hokuto Omori,,,,1995
Q5965720,朱里,Syuri,近藤朱里,216929,128154-syuri-kondo,1989
Q5971139,川口雄介,Yusuke Kawaguchi,,21975,yusuke-kawaguchi,1980
Q60194618,平本蓮,Ren Hiramoto,,378737,237092-ren-hiramoto,1998
Q60987392,山口怜臣,Reo Yamaguchi,,315061,,1999
Q61057310,小金翔,Sho Kogane,,85904,,1987
Q61057846,村元友太郎,Yutaro Muramoto,,192509,,1994
Q6148257,YAMATO,Masato Onodera,小野寺大和,,,1981
Q62018825,パンチィー山内,Panchii Yamauchi,,21038,,1981
Q62085277,杉山和史,Katzushi Sugiyama,,4495,,1976
Q62085285,奥山貴大,Takahiro Okuyama,,467504,,1994
Q62085384,下石康太,Kota Shimoishi,,45947,,1987
Q62601649,奈部ゆかり,Yukari Nabe,,228623,,1987
Q63131335,福島秀和,Hidekazu Fukushima,,62834,,1984
Q6313766,生駒純司,Junji Ikoma,,2223,,1970
Q6314410,KODO,Junya Kodo,小堂準也,19376,,1983
Q6318684,中尾受太郎,Jutaro Nakao,,438,,1970
Q6378095,藤井克久,Katsuhisa Fujii,藤井軍鶏侍|藤井勝久,234,katsuhisa-fujii-shamoji,1972
Q6378220,井上克也,Katsuya Inoue,,6940,,1979
Q6378241,柴田勝頼,Katsuyori Shibata,魔界4号,10434,,1979
Q6381456,浜中和宏,Kazuhiro Hamanaka,,7684,,1978
Q6381485,渡邉一久,Kazuhisa Watanabe,渡邊一久,74595,,1983
Q6381619,横田一則,Kazunori Yokota,,11335,,1978
Q6381671,高橋義生,Kazuo Takahashi,高橋“人喰い”義生|高橋和生|人喰い義生,153,,1969
Q6381685,山崎一夫,Kazuo Yamazaki,,,,1962
Q6383637,山宮恵一郎,Keiichirō Yamamiya,KEI山宮,237,,1972
Q6383697,たま☆ちゃん,Keiko Tamai,玉井敬子,10702,,1982
Q6383882,藤原敬典,Keisuke Fujiwara,,22680,,1982
Q6383921,中村K太郎,Keita Nakamura,,9572,keita-nakamura-k-taro,1984
Q6388985,ケンドー・カシン,Kendo Kashin,石澤常光|ケンドー・カ・シン,329,,1968
Q6389247,緒形健一,Kenichi Ogata,緒方健一|尾形健一,2597,,1975
Q6405567,佐野巧真,Naoki Sano,佐野直喜|佐野友飛|佐野なおき,295,,1965
Q6406441,石川菊代,Kikuyo Ishikawa,,40760,,1984
Q6418717,國奥麒樹真,Kiuma Kunioku,,864,,1976
Q6419127,田村潔司,Kiyoshi Tamura,田村潔,1451,,1969
Q6419152,清水清隆,Kiyotaka Shimizu,,31882,,1984
Q6425967,佐藤耕平,Kohei Sato,,1289,,1977
Q6451952,堀口恭司,Kyoji Horiguchi,,64413,19983-kyoji-horiguchi,1990
Q64783910,摩嶋一整,Kazumasa Majima,,125811,,1991
Q64784071,石川健太郎,Kentaro Ishikawa,,,,1978
Q65095776,平田樹,Itsuki Hirata,,311639,,1999
Q65265424,岡野裕城,Yūki Okano,,58925,,1986
Q65273488,猿田洋祐,Yosuke Saruta,,28145,,1987
Q65275978,石橋佳大,Keita Ishibashi,,51273,,1986
Q65279887,芦澤竜誠,Ryusei Ashizawa,,437896,,1995
Q6535130,キック,Kick,KICK☆,,,1979
Q66480257,渡慶次幸平,Kōhei Tokeshi,とけし こうへい,74283,,1988
Q6735143,市井舞,Mai Ichii,,20272,,1980
Q6746572,中西学,Manabu Nakanishi,明石家学,7515,,1967
Q6760911,金子真理,Mari Kaneko,,6972,,1972
Q6782438,今成正和,Masakazu Imanari,足関十段,4862,masakazu-imanari-ashikan-judan,1976
Q6782587,金原正徳,Masanori Kanehara,,13767,masanori-kanehara,1982
Q6782803,河野真幸,Masayuki Kono,,13368,,1980
Q6782807,成瀬昌由,Masayuki Naruse,,1529,,1973
Q6809947,V.V Mei,Mei Yamaguchi,山口芽生|V一,21461,12035-mei-yamaguchi-v-hajime,1983
Q6837866,小見川道大,Michihiro Omigawa,,13005,michihiro-omigawa,1975
Q6845539,長野美香,Mika Nagano,,27106,10099-mika-nagano-future-princess,1983
Q6849875,山上幹臣,Mikihito Yamagami,,35739,,1987
Q6850242,MIKU,Miku Matsumoto,,11195,,1981
Q6884821,魅津希,Mizuki Inoue,井上瑞樹,71390,25717-mizuki-inoue,1994
Q6935945,澤宗紀,Munenori Sawa,ランジェリー武藤,19207,,1979
Q6959305,杉山直歩,Naho Sugiyama,スギロック,52522,15603-naho-sugiyama-sugi-rock,1978
Q6964771,小谷直之,Naoyuki Kotani,,393,,1981
Q7046040,朝日昇,Noboru Asahi,朝日愼一,439,,1968
Q7046077,田原しんぺー,Noboru Tahara,,15244,,1983
Q71984,上田将勝,Masakatsu Ueda,,14522,masakatsu-ueda,1977
Q73112038,鈴木千裕,Chihiro Suzuki,,226285,140868-chihiro-suzuki,1999
Q73112245,金太郎,Kintarō,,80347,,1993
Q7334037,福田力,Riki Fukuda,,10229,,1981
Q7385254,川村亮,Ryo Kawamura,,13514,,1981
Q7385501,村田龍一,Ryuichi Murata,,13413,ryuichi-murata,1976
Q7385531,上山龍紀,Ryuki Ueyama,うえやま りゅうき,1479,,1976
Q7403168,能村さくら,Sakura Nomura,,61634,,1976
Q74145738,雅駿介,Shunsuke Miyabi,,380467,,1994
Q7415460,菊田早苗,Sanae Kikuta,,252,,1971
Q7420869,石岡沙織,Saori Ishioka,,21463,4162-saori-ishioka-shooting-star,1987
Q7426351,しなしさとこ,Satoko Shinashi,,6974,,1977
Q7426402,本間聡,Satoshi Honma,,251,,1968
Q7446613,池本誠知,Seichi Ikemoto,,1315,,1975
Q7446684,井上誠午,Seigo Inoue,,24230,,1986
Q7477629,中尾芳広,Yoshihiro Nakao,,9397,,1972
Q7496341,大澤茂樹,Shigeki Osawa,,44501,,1986
Q7497516,小島伸一,Shinichi Kojima,,8669,,1979
Q7497713,神取忍,Shinobu Kandori,神取しのぶ,19313,21616-shinobu-kandori,1964
Q7497781,石渡伸太郎,Shintaro Ishiwatari,,15245,shintaro-ishiwatari,1985
Q7499482,杉山しずか,Shizuka Sugiyama,,40759,,1987
Q7505055,大山峻護,Shungo Oyama,おおやま しゅんご,335,shungo-oyama,1974
Q7674340,安田忠夫,Tadao Yasuda,富士の森忠雄|富士の森|孝乃富士忠雄|孝乃富士,584,,1963
Q7676422,小比類巻貴之,Takayuki Kohiruimaki,小比類巻太信|こひるいまき たかゆき|こひるいまき たいしん,92397,,1977
Q7676451,奥野泰舗,Taisuke Okuno,"奥野""轟天""泰舗",13389,,1977
Q7677355,中蔵隆志,Takashi Nakakura,,5369,,1977
Q7678038,佐藤豪則,Takenori Sato,,12196,,1985
Q7678115,リオン武,Takeshi Inoue,井上武,7718,,1980
Q7678183,水垣偉弥,Takeya Mizugaki,,12074,takeya-mizugaki,1983
Q7678583,中山巧,Takumi Nakayama,"タクミ,",1325,,1973
Q7706865,加藤鉄史,Tetsuji Kato,,423,tetsuji-kato,1977
Q7820181,WINDY智美,Windy Tomomi,風智美|ウィンディ智美,6999,,1976
Q7827434,矢野通,Toru Yano,,8317,,1978
Q7960773,鈴川真一,Wakakirin Shinichi,若麒麟真一|若麒麟,74753,,1983
Q7960843,馬場口洋一,Wakashoyo Shunichi,若翔洋俊一|若翔洋|WAKASYOYO|WAKASHOYO,13345,,1966
Q7973015,坂田亘,Wataru Sakata,ナットーマン,1447,,1973
Q79815670,江畑秀範,Hidenori Ebata,,422632,,1992
Q8012929,西島洋介,Yōsuke Nishijima,陽海山|西島洋介山,14884,,1973
Q8049996,漆谷康宏,Yasuhiro Urushitani,,1349,,1976
Q8050001,滑川康仁,Yasuhito Namekawa,,1462,,1974
Q8050031,玉田育子,Yasuko Tamada,,14054,11914-yasuko-tamada-ikuko,1967
Q8054530,安生洋二,Yoji Anjo,アン・ジョー司令長官,182,,1967
Q8054590,高橋洋子,Yoko Takahashi,,1992,,1973
Q8054598,山田よう子,Yoko Yamada,,7230,,1979
Q8055988,谷津嘉章,Yoshiaki Yatsu,津谷章嘉,326,,1956
Q8056079,山本宜久,Yoshihisa Yamamoto,山本憲尚,454,,1970
Q8056267,前田吉朗,Yoshiro Maeda,,6887,yoshiro-maeda,1981
Q8056339,吉田善行,Yoshiyuki Yoshida,,12073,,1974
Q8060542,KUSHIDA,Kushida,櫛田雄二郎,8916,,1983
Q8060566,辻結花,Yuka Tsuji,,6983,,1974
Q8060656,佐々木有生,Yuki Sasaki,,1255,,1976
Q8060664,正城ユウキ,Yuki Shoujou,,9577,,1980
Q8060747,坂口征夫,Yukio Sakaguchi,坂口 征夫,22195,,1973
Q8061123,堀田祐美子,Yumiko Hotta,,5968,,1967
Q8062053,久保優太,Yuta Kubo,,391321,,1987
Q8062130,久保田有希,Yuuki Kondo,近藤有希,5107,,1974
Q8062231,白井祐矢,Yuya Shirai,,9532,,1980
Q81031257,前澤智,Tomo Maesawa,,111831,34242-tomo-maesawa,1987
Q81783513,堤聖也,Seiya Tsutsumi,,,241478-seiya-tsutsumi,1995
Q8190488,村上和成,Kazunari Murakami,村上一成|ビッグ村上,288,,1973
Q83207060,マドレーヌ,,,,,
Q84580949,あい,Ai,,237929,,1989
Q926027,青木真也,Shinya Aoki,,10774,shinya-aoki-tobikan-judan,1983
Q959636,中嶋勝彦,Katsuhiko Nakajima,,8325,,1988
Q96273479,神龍誠,Makoto Takahashi,,220083,128155-makoto-takahashi,2000
Q97031503,岩﨑正寛,,,54677,,
Q97166348,箕輪ひろば,Hiroba Minowa,,211597,,1998
Q98734547,斎藤裕,Yutaka Saitō,,87378,,1987
Q98758004,出花崇太郎,,,261245,,
